IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.154.239.10,443,443,true,FRA,Europe,Frankfurt,258,4.96
34.141.169.103,443,443,true,FRA,Europe,Frankfurt,260,4.96
34.91.44.230,443,443,true,FRA,Europe,Frankfurt,258,4.95
34.65.214.30,443,443,true,FRA,Europe,Frankfurt,252,4.95
34.65.223.180,443,443,true,FRA,Europe,Frankfurt,251,4.94
34.141.112.83,443,443,true,FRA,Europe,Frankfurt,253,4.92
34.116.255.149,443,443,true,FRA,Europe,Frankfurt,267,4.91
34.107.5.109,443,443,true,FRA,Europe,Frankfurt,323,4.90
34.65.153.152,443,443,true,FRA,Europe,Frankfurt,257,4.90
34.118.13.78,443,443,true,FRA,Europe,Frankfurt,269,4.88
34.34.55.134,443,443,true,FRA,Europe,Frankfurt,266,4.88
34.107.5.109,443,443,true,FRA,Europe,Frankfurt,264,4.88
34.65.214.30,443,443,true,FRA,Europe,Frankfurt,267,4.87
34.141.46.202,443,443,true,FRA,Europe,Frankfurt,252,4.87
34.154.181.215,443,443,true,FRA,Europe,Frankfurt,259,4.87
34.32.162.52,443,443,true,FRA,Europe,Frankfurt,259,4.87
34.118.105.161,443,443,true,FRA,Europe,Frankfurt,270,4.85
34.65.25.84,443,443,true,FRA,Europe,Frankfurt,250,4.85
34.107.25.251,443,443,true,FRA,Europe,Frankfurt,304,4.85
34.65.41.157,443,443,true,FRA,Europe,Frankfurt,252,4.84
34.154.78.239,443,443,true,FRA,Europe,Frankfurt,250,4.84
34.90.34.13,443,443,true,FRA,Europe,Frankfurt,266,4.84
34.65.208.58,443,443,true,FRA,Europe,Frankfurt,278,4.83
34.65.203.39,443,443,true,FRA,Europe,Frankfurt,258,4.83
35.242.242.5,443,443,true,FRA,Europe,Frankfurt,299,4.82
34.34.3.41,443,443,true,FRA,Europe,Frankfurt,259,4.82
34.91.58.56,443,443,true,FRA,Europe,Frankfurt,258,4.81
34.65.88.186,443,443,true,FRA,Europe,Frankfurt,269,4.81
34.89.225.182,443,443,true,FRA,Europe,Frankfurt,252,4.81
34.34.0.127,443,443,true,FRA,Europe,Frankfurt,263,4.80
34.141.221.132,443,443,true,FRA,Europe,Frankfurt,276,4.80
34.118.105.161,443,443,true,FRA,Europe,Frankfurt,267,4.80
34.116.170.145,443,443,true,FRA,Europe,Frankfurt,351,4.80
34.65.29.186,443,443,true,FRA,Europe,Frankfurt,251,4.79
34.90.114.100,443,443,true,FRA,Europe,Frankfurt,257,4.79
34.116.195.217,443,443,true,FRA,Europe,Frankfurt,268,4.79
34.118.58.146,443,443,true,FRA,Europe,Frankfurt,268,4.79
34.65.208.58,443,443,true,FRA,Europe,Frankfurt,251,4.79
34.65.34.181,443,443,true,FRA,Europe,Frankfurt,252,4.79
34.116.132.141,443,443,true,FRA,Europe,Frankfurt,276,4.78
34.65.78.89,443,443,true,FRA,Europe,Frankfurt,288,4.78
34.141.137.1,443,443,true,FRA,Europe,Frankfurt,263,4.78
34.159.59.20,443,443,true,FRA,Europe,Frankfurt,273,4.78
34.65.73.32,443,443,true,FRA,Europe,Frankfurt,251,4.77
34.107.25.251,443,443,true,FRA,Europe,Frankfurt,250,4.77
34.65.130.144,443,443,true,FRA,Europe,Frankfurt,255,4.76
34.65.240.28,443,443,true,FRA,Europe,Frankfurt,250,4.76
34.154.25.71,443,443,true,FRA,Europe,Frankfurt,253,4.76
34.159.169.60,443,443,true,FRA,Europe,Frankfurt,258,4.76
34.118.17.165,443,443,true,FRA,Europe,Frankfurt,272,4.76
34.65.44.52,443,443,true,FRA,Europe,Frankfurt,258,4.76
34.65.73.32,443,443,true,FRA,Europe,Frankfurt,251,4.75
34.159.209.133,443,443,true,FRA,Europe,Frankfurt,279,4.74
34.118.56.2,443,443,true,FRA,Europe,Frankfurt,283,4.74
34.34.35.197,443,443,true,FRA,Europe,Frankfurt,267,4.74
34.118.115.155,443,443,true,FRA,Europe,Frankfurt,276,4.73
34.118.46.250,443,443,true,FRA,Europe,Frankfurt,268,4.73
34.65.99.191,443,443,true,FRA,Europe,Frankfurt,252,4.73
34.118.11.212,443,443,true,FRA,Europe,Frankfurt,275,4.72
34.34.55.134,443,443,true,FRA,Europe,Frankfurt,264,4.72
34.89.225.182,443,443,true,FRA,Europe,Frankfurt,250,4.71
34.159.161.59,443,443,true,FRA,Europe,Frankfurt,297,4.71
34.116.206.29,443,443,true,FRA,Europe,Frankfurt,384,4.71
34.65.86.254,443,443,true,FRA,Europe,Frankfurt,258,4.70
34.65.241.180,443,443,true,FRA,Europe,Frankfurt,259,4.70
34.89.225.182,443,443,true,FRA,Europe,Frankfurt,253,4.70
34.65.135.65,443,443,true,FRA,Europe,Frankfurt,250,4.70
34.65.209.36,443,443,true,FRA,Europe,Frankfurt,253,4.69
34.141.146.222,443,443,true,FRA,Europe,Frankfurt,304,4.68
34.107.92.61,443,443,true,FRA,Europe,Frankfurt,296,4.68
34.32.192.220,443,443,true,FRA,Europe,Frankfurt,261,4.68
34.65.38.55,443,443,true,FRA,Europe,Frankfurt,260,4.67
34.65.50.224,443,443,true,FRA,Europe,Frankfurt,259,4.67
34.107.80.187,443,443,true,FRA,Europe,Frankfurt,250,4.67
34.65.86.254,443,443,true,FRA,Europe,Frankfurt,265,4.67
34.141.162.183,443,443,true,FRA,Europe,Frankfurt,260,4.66
34.65.30.161,443,443,true,FRA,Europe,Frankfurt,258,4.66
34.32.222.246,443,443,true,FRA,Europe,Frankfurt,257,4.66
34.65.192.54,443,443,true,FRA,Europe,Frankfurt,253,4.66
34.90.114.100,443,443,true,FRA,Europe,Frankfurt,265,4.65
34.90.56.154,443,443,true,FRA,Europe,Frankfurt,257,4.65
34.154.121.171,443,443,true,FRA,Europe,Frankfurt,249,4.65
34.116.206.127,443,443,true,FRA,Europe,Frankfurt,331,4.64
34.91.44.230,443,443,true,FRA,Europe,Frankfurt,274,4.64
34.89.255.52,443,443,true,FRA,Europe,Frankfurt,250,4.64
34.91.44.230,443,443,true,FRA,Europe,Frankfurt,257,4.64
34.154.121.217,443,443,true,FRA,Europe,Frankfurt,258,4.64
34.65.240.28,443,443,true,FRA,Europe,Frankfurt,251,4.63
34.65.87.138,443,443,true,FRA,Europe,Frankfurt,250,4.63
34.159.121.74,443,443,true,FRA,Europe,Frankfurt,271,4.62
34.32.181.143,443,443,true,FRA,Europe,Frankfurt,269,4.62
34.116.147.75,443,443,true,FRA,Europe,Frankfurt,327,4.61
34.65.50.224,443,443,true,FRA,Europe,Frankfurt,251,4.61
34.90.195.121,443,443,true,FRA,Europe,Frankfurt,264,4.61
34.90.56.154,443,443,true,FRA,Europe,Frankfurt,256,4.61
34.65.165.196,443,443,true,FRA,Europe,Frankfurt,252,4.61
34.65.241.250,443,443,true,FRA,Europe,Frankfurt,258,4.61
34.89.181.9,443,443,true,FRA,Europe,Frankfurt,257,4.60
34.91.44.41,443,443,true,FRA,Europe,Frankfurt,261,4.60
34.65.41.25,443,443,true,FRA,Europe,Frankfurt,252,4.59
34.65.13.41,443,443,true,FRA,Europe,Frankfurt,288,4.59
34.107.92.61,443,443,true,FRA,Europe,Frankfurt,264,4.59
34.118.86.234,443,443,true,FRA,Europe,Frankfurt,267,4.59
34.90.114.100,443,443,true,FRA,Europe,Frankfurt,258,4.58
34.65.38.55,443,443,true,FRA,Europe,Frankfurt,252,4.58
34.32.255.76,443,443,true,FRA,Europe,Frankfurt,262,4.58
34.65.165.196,443,443,true,FRA,Europe,Frankfurt,250,4.57
34.91.83.145,443,443,true,FRA,Europe,Frankfurt,256,4.57
34.65.241.180,443,443,true,FRA,Europe,Frankfurt,254,4.57
34.118.6.166,443,443,true,FRA,Europe,Frankfurt,270,4.57
34.65.68.41,443,443,true,FRA,Europe,Frankfurt,254,4.57
34.65.25.84,443,443,true,FRA,Europe,Frankfurt,250,4.56
34.90.34.13,443,443,true,FRA,Europe,Frankfurt,264,4.56
34.118.3.141,443,443,true,FRA,Europe,Frankfurt,272,4.56
34.116.255.53,443,443,true,FRA,Europe,Frankfurt,272,4.56
34.65.168.5,443,443,true,FRA,Europe,Frankfurt,250,4.56
34.65.132.85,443,443,true,FRA,Europe,Frankfurt,274,4.55
34.65.223.180,443,443,true,FRA,Europe,Frankfurt,251,4.54
34.116.217.71,443,443,true,FRA,Europe,Frankfurt,271,4.54
34.65.67.185,443,443,true,FRA,Europe,Frankfurt,270,4.54
34.65.134.51,443,443,true,FRA,Europe,Frankfurt,251,4.53
34.65.177.1,443,443,true,FRA,Europe,Frankfurt,282,4.53
34.65.132.85,443,443,true,FRA,Europe,Frankfurt,253,4.53
34.65.227.116,443,443,true,FRA,Europe,Frankfurt,257,4.53
34.90.145.175,443,443,true,FRA,Europe,Frankfurt,264,4.52
34.116.235.211,443,443,true,FRA,Europe,Frankfurt,503,4.52
34.118.99.192,443,443,true,FRA,Europe,Frankfurt,268,4.51
34.65.52.101,443,443,true,FRA,Europe,Frankfurt,251,4.51
34.154.109.6,443,443,true,FRA,Europe,Frankfurt,260,4.51
34.65.99.243,443,443,true,FRA,Europe,Frankfurt,289,4.50
34.90.153.175,443,443,true,FRA,Europe,Frankfurt,260,4.50
34.65.52.101,443,443,true,FRA,Europe,Frankfurt,255,4.49
34.116.206.127,443,443,true,FRA,Europe,Frankfurt,276,4.49
34.32.138.113,443,443,true,FRA,Europe,Frankfurt,259,4.49
34.118.117.182,443,443,true,FRA,Europe,Frankfurt,267,4.49
34.65.192.54,443,443,true,FRA,Europe,Frankfurt,261,4.48
34.91.228.224,443,443,true,FRA,Europe,Frankfurt,258,4.48
34.154.118.156,443,443,true,FRA,Europe,Frankfurt,253,4.47
34.65.237.96,443,443,true,FRA,Europe,Frankfurt,251,4.47
34.147.1.38,443,443,true,FRA,Europe,Frankfurt,256,4.47
34.90.255.182,443,443,true,FRA,Europe,Frankfurt,271,4.47
34.159.208.192,443,443,true,FRA,Europe,Frankfurt,257,4.47
34.65.29.186,443,443,true,FRA,Europe,Frankfurt,259,4.46
34.154.129.230,443,443,true,FRA,Europe,Frankfurt,250,4.46
34.65.246.204,443,443,true,FRA,Europe,Frankfurt,263,4.46
34.32.237.155,443,443,true,FRA,Europe,Frankfurt,258,4.46
34.65.135.65,443,443,true,FRA,Europe,Frankfurt,272,4.46
34.89.145.108,443,443,true,FRA,Europe,Frankfurt,268,4.45
34.116.235.211,443,443,true,FRA,Europe,Frankfurt,268,4.45
34.65.241.180,443,443,true,FRA,Europe,Frankfurt,251,4.44
34.90.29.225,443,443,true,FRA,Europe,Frankfurt,264,4.44
34.90.34.13,443,443,true,FRA,Europe,Frankfurt,267,4.44
34.159.222.88,443,443,true,FRA,Europe,Frankfurt,277,4.43
34.65.92.52,443,443,true,FRA,Europe,Frankfurt,252,4.43
34.118.52.240,443,443,true,FRA,Europe,Frankfurt,269,4.43
34.90.195.121,443,443,true,FRA,Europe,Frankfurt,264,4.43
34.154.157.34,443,443,true,FRA,Europe,Frankfurt,258,4.43
34.65.235.187,443,443,true,FRA,Europe,Frankfurt,252,4.43
34.65.99.191,443,443,true,FRA,Europe,Frankfurt,251,4.43
34.116.149.54,443,443,true,FRA,Europe,Frankfurt,276,4.42
34.65.130.144,443,443,true,FRA,Europe,Frankfurt,250,4.42
34.65.149.27,443,443,true,FRA,Europe,Frankfurt,252,4.42
34.65.34.181,443,443,true,FRA,Europe,Frankfurt,251,4.42
34.154.184.38,443,443,true,FRA,Europe,Frankfurt,250,4.42
34.90.29.225,443,443,true,FRA,Europe,Frankfurt,258,4.41
34.65.99.191,443,443,true,FRA,Europe,Frankfurt,259,4.41
34.116.166.101,443,443,true,FRA,Europe,Frankfurt,366,4.40
34.32.181.143,443,443,true,FRA,Europe,Frankfurt,259,4.40
34.65.241.250,443,443,true,FRA,Europe,Frankfurt,258,4.40
34.116.215.27,443,443,true,FRA,Europe,Frankfurt,351,4.40
34.34.60.6,443,443,true,FRA,Europe,Frankfurt,260,4.39
34.65.139.204,443,443,true,FRA,Europe,Frankfurt,255,4.39
34.118.31.190,443,443,true,FRA,Europe,Frankfurt,267,4.38
35.242.218.10,443,443,true,FRA,Europe,Frankfurt,293,4.38
34.65.192.54,443,443,true,FRA,Europe,Frankfurt,251,4.37
34.91.12.47,443,443,true,FRA,Europe,Frankfurt,259,4.37
35.198.186.14,443,443,true,FRA,Europe,Frankfurt,250,4.36
34.65.65.7,443,443,true,FRA,Europe,Frankfurt,255,4.36
34.32.162.52,443,443,true,FRA,Europe,Frankfurt,264,4.36
34.118.117.182,443,443,true,FRA,Europe,Frankfurt,269,4.36
34.90.195.121,443,443,true,FRA,Europe,Frankfurt,264,4.35
34.65.177.1,443,443,true,AMS,Europe,Amsterdam,256,4.35
34.147.42.251,443,443,true,FRA,Europe,Frankfurt,257,4.35
35.246.216.206,443,443,true,FRA,Europe,Frankfurt,253,4.35
34.89.225.182,443,443,true,FRA,Europe,Frankfurt,257,4.34
34.118.112.163,443,443,true,FRA,Europe,Frankfurt,277,4.33
34.91.83.145,443,443,true,FRA,Europe,Frankfurt,264,4.33
34.65.41.120,443,443,true,FRA,Europe,Frankfurt,262,4.33
34.91.12.47,443,443,true,FRA,Europe,Frankfurt,264,4.33
34.118.87.30,443,443,true,FRA,Europe,Frankfurt,270,4.32
34.116.176.165,443,443,true,FRA,Europe,Frankfurt,267,4.32
34.154.22.205,443,443,true,FRA,Europe,Frankfurt,262,4.32
34.65.50.224,443,443,true,FRA,Europe,Frankfurt,251,4.32
34.116.158.147,443,443,true,FRA,Europe,Frankfurt,270,4.31
34.65.78.221,443,443,true,FRA,Europe,Frankfurt,251,4.31
34.116.211.3,443,443,true,FRA,Europe,Frankfurt,323,4.30
34.118.24.250,443,443,true,FRA,Europe,Frankfurt,276,4.30
34.116.147.55,443,443,true,FRA,Europe,Frankfurt,346,4.30
34.65.235.187,443,443,true,FRA,Europe,Frankfurt,250,4.29
34.159.238.41,443,443,true,FRA,Europe,Frankfurt,274,4.29
34.65.209.36,443,443,true,FRA,Europe,Frankfurt,280,4.28
34.90.153.175,443,443,true,FRA,Europe,Frankfurt,262,4.26
34.65.92.52,443,443,true,FRA,Europe,Frankfurt,253,4.25
34.89.255.52,443,443,true,FRA,Europe,Frankfurt,250,4.25
34.65.135.65,443,443,true,FRA,Europe,Frankfurt,263,4.24
34.118.42.177,443,443,true,FRA,Europe,Frankfurt,272,4.23
34.65.30.161,443,443,true,FRA,Europe,Frankfurt,254,4.23
35.246.250.236,443,443,true,FRA,Europe,Frankfurt,268,4.23
34.91.228.224,443,443,true,FRA,Europe,Frankfurt,258,4.23
34.65.139.204,443,443,true,FRA,Europe,Frankfurt,252,4.22
34.65.214.30,443,443,true,FRA,Europe,Frankfurt,251,4.21
34.90.255.182,443,443,true,FRA,Europe,Frankfurt,260,4.20
34.116.172.58,443,443,true,FRA,Europe,Frankfurt,268,4.20
34.91.44.41,443,443,true,FRA,Europe,Frankfurt,258,4.20
34.159.19.197,443,443,true,FRA,Europe,Frankfurt,288,4.19
34.65.241.180,443,443,true,FRA,Europe,Frankfurt,252,4.19
34.154.62.186,443,443,true,FRA,Europe,Frankfurt,254,4.18
34.118.56.203,443,443,true,FRA,Europe,Frankfurt,374,4.17
34.65.235.187,443,443,true,FRA,Europe,Frankfurt,258,4.17
34.65.78.221,443,443,true,FRA,Europe,Frankfurt,250,4.16
34.116.195.217,443,443,true,FRA,Europe,Frankfurt,349,4.16
34.159.200.13,443,443,true,FRA,Europe,Frankfurt,271,4.15
34.65.41.25,443,443,true,FRA,Europe,Frankfurt,251,4.15
34.91.228.224,443,443,true,FRA,Europe,Frankfurt,260,4.15
34.90.123.76,443,443,true,FRA,Europe,Frankfurt,257,4.14
34.34.0.127,443,443,true,FRA,Europe,Frankfurt,259,4.14
34.154.101.147,443,443,true,FRA,Europe,Frankfurt,257,4.14
34.90.255.182,443,443,true,FRA,Europe,Frankfurt,273,4.13
34.118.113.252,443,443,true,FRA,Europe,Frankfurt,274,4.13
34.118.16.81,443,443,true,FRA,Europe,Frankfurt,275,4.12
34.118.11.212,443,443,true,FRA,Europe,Frankfurt,382,4.12
34.65.168.5,443,443,true,FRA,Europe,Frankfurt,264,4.12
34.116.190.16,443,443,true,FRA,Europe,Frankfurt,357,4.11
34.118.73.23,443,443,true,FRA,Europe,Frankfurt,268,4.10
34.65.142.86,443,443,true,FRA,Europe,Frankfurt,251,4.10
34.118.24.250,443,443,true,FRA,Europe,Frankfurt,330,4.09
34.118.70.245,443,443,true,FRA,Europe,Frankfurt,269,4.08
34.116.132.57,443,443,true,FRA,Europe,Frankfurt,343,4.07
34.165.41.203,443,80,false,MRS,Europe,Marseille,150,4.05
34.65.78.221,443,443,true,FRA,Europe,Frankfurt,278,4.05
34.118.74.157,443,443,true,FRA,Europe,Frankfurt,267,4.04
35.198.121.122,443,443,true,FRA,Europe,Frankfurt,264,4.04
34.65.168.25,443,443,true,FRA,Europe,Frankfurt,253,4.04
34.116.195.230,443,443,true,FRA,Europe,Frankfurt,353,4.04
34.165.41.203,443,80,false,MRS,Europe,Marseille,154,4.03
34.116.217.223,443,443,true,FRA,Europe,Frankfurt,277,4.03
34.116.253.136,443,443,true,FRA,Europe,Frankfurt,267,4.03
34.116.166.101,443,443,true,FRA,Europe,Frankfurt,268,4.02
34.65.134.51,443,443,true,FRA,Europe,Frankfurt,254,4.02
34.116.229.139,443,443,true,FRA,Europe,Frankfurt,315,4.02
34.141.229.56,443,443,true,FRA,Europe,Frankfurt,290,4.01
34.32.194.85,443,443,true,FRA,Europe,Frankfurt,263,4.01
34.32.187.51,443,443,true,FRA,Europe,Frankfurt,273,4.01
34.141.111.235,443,443,true,FRA,Europe,Frankfurt,309,4.00
35.234.85.250,443,443,true,FRA,Europe,Frankfurt,261,3.99
34.65.142.86,443,443,true,FRA,Europe,Frankfurt,255,3.99
34.65.29.186,443,443,true,FRA,Europe,Frankfurt,257,3.99
34.91.44.41,443,443,true,FRA,Europe,Frankfurt,260,3.99
34.116.215.27,443,443,true,FRA,Europe,Frankfurt,275,3.99
34.118.112.163,443,443,true,FRA,Europe,Frankfurt,268,3.98
34.116.172.58,443,443,true,FRA,Europe,Frankfurt,343,3.97
34.154.103.2,443,443,true,FRA,Europe,Frankfurt,257,3.97
34.116.255.149,443,443,true,FRA,Europe,Frankfurt,346,3.97
34.118.86.234,443,443,true,FRA,Europe,Frankfurt,267,3.97
34.118.99.192,443,443,true,FRA,Europe,Frankfurt,268,3.96
34.154.154.29,443,443,true,FRA,Europe,Frankfurt,261,3.95
34.116.211.3,443,443,true,FRA,Europe,Frankfurt,267,3.95
34.118.82.136,443,443,true,FRA,Europe,Frankfurt,296,3.95
34.116.215.179,443,443,true,FRA,Europe,Frankfurt,267,3.94
34.116.159.174,443,443,true,FRA,Europe,Frankfurt,311,3.92
34.116.181.8,443,443,true,FRA,Europe,Frankfurt,353,3.89
34.65.153.152,443,443,true,FRA,Europe,Frankfurt,252,3.89
34.107.44.218,443,443,true,FRA,Europe,Frankfurt,265,3.87
34.116.141.170,443,443,true,FRA,Europe,Frankfurt,269,3.86
34.118.74.5,443,443,true,FRA,Europe,Frankfurt,271,3.86
34.32.194.85,443,443,true,FRA,Europe,Frankfurt,260,3.85
34.65.41.25,443,443,true,FRA,Europe,Frankfurt,252,3.84
34.89.188.183,443,443,true,FRA,Europe,Frankfurt,282,3.84
34.91.58.56,443,443,true,FRA,Europe,Frankfurt,263,3.82
34.118.113.252,443,443,true,FRA,Europe,Frankfurt,281,3.82
34.118.1.202,443,443,true,FRA,Europe,Frankfurt,267,3.80
34.65.246.204,443,443,true,FRA,Europe,Frankfurt,251,3.79
34.116.189.139,443,443,true,FRA,Europe,Frankfurt,276,3.79
34.116.132.31,443,443,true,FRA,Europe,Frankfurt,280,3.76
34.116.151.54,443,443,true,FRA,Europe,Frankfurt,275,3.75
34.116.147.55,443,443,true,FRA,Europe,Frankfurt,273,3.75
34.116.222.44,443,443,true,FRA,Europe,Frankfurt,321,3.74
34.116.132.57,443,443,true,FRA,Europe,Frankfurt,269,3.74
35.234.112.51,443,443,true,FRA,Europe,Frankfurt,275,3.70
34.154.188.136,443,443,true,FRA,Europe,Frankfurt,289,3.68
34.116.170.145,443,443,true,FRA,Europe,Frankfurt,269,3.67
34.118.56.112,443,443,true,FRA,Europe,Frankfurt,269,3.66
34.118.67.148,443,443,true,FRA,Europe,Frankfurt,355,3.64
34.116.202.7,443,443,true,FRA,Europe,Frankfurt,267,3.62
34.118.92.6,443,443,true,FRA,Europe,Frankfurt,270,3.61
34.118.50.32,443,443,true,FRA,Europe,Frankfurt,349,3.59
34.116.172.36,443,443,true,FRA,Europe,Frankfurt,269,3.56
34.116.181.67,443,443,true,FRA,Europe,Frankfurt,268,3.55
35.242.224.224,443,443,true,FRA,Europe,Frankfurt,320,3.53
34.154.27.133,443,443,true,FRA,Europe,Frankfurt,257,3.53
34.116.190.16,443,443,true,FRA,Europe,Frankfurt,275,3.52
34.118.56.203,443,443,true,FRA,Europe,Frankfurt,297,3.52
34.118.3.118,443,443,true,FRA,Europe,Frankfurt,267,3.51
34.154.172.76,443,443,true,FRA,Europe,Frankfurt,270,3.51
34.154.73.101,443,443,true,FRA,Europe,Frankfurt,257,3.49
34.118.53.102,443,443,true,FRA,Europe,Frankfurt,285,3.47
34.116.147.75,443,443,true,FRA,Europe,Frankfurt,270,3.43
34.116.140.74,443,443,true,FRA,Europe,Frankfurt,364,3.41
34.118.100.30,443,443,true,FRA,Europe,Frankfurt,275,3.39
34.118.75.84,443,443,true,FRA,Europe,Frankfurt,294,3.39
34.118.31.28,443,443,true,FRA,Europe,Frankfurt,403,3.39
34.118.74.157,443,443,true,FRA,Europe,Frankfurt,275,3.37
34.116.203.237,443,443,true,FRA,Europe,Frankfurt,270,3.32
34.116.206.29,443,443,true,FRA,Europe,Frankfurt,272,3.31
34.118.100.30,443,443,true,FRA,Europe,Frankfurt,272,3.30
34.118.25.207,443,443,true,FRA,Europe,Frankfurt,277,3.30
34.118.73.23,443,443,true,FRA,Europe,Frankfurt,267,3.29
34.116.139.226,443,443,true,FRA,Europe,Frankfurt,268,3.25
34.116.206.109,443,443,true,FRA,Europe,Frankfurt,295,3.24
34.118.74.5,443,443,true,FRA,Europe,Frankfurt,268,3.17
34.154.135.247,443,443,true,FRA,Europe,Frankfurt,284,3.15
34.65.222.97,443,443,true,FRA,Europe,Frankfurt,270,3.15
34.154.126.24,443,443,true,FRA,Europe,Frankfurt,268,3.14
34.65.47.187,443,443,true,FRA,Europe,Frankfurt,287,3.12
34.159.64.80,443,443,true,FRA,Europe,Frankfurt,320,3.05
34.65.47.187,443,443,true,FRA,Europe,Frankfurt,272,3.05
34.65.168.25,443,443,true,FRA,Europe,Frankfurt,252,3.04
34.65.149.27,443,443,true,FRA,Europe,Frankfurt,250,3.03
34.118.21.2,443,443,true,FRA,Europe,Frankfurt,300,3.02
34.159.139.198,443,443,true,FRA,Europe,Frankfurt,303,3.02
34.154.64.170,443,443,true,FRA,Europe,Frankfurt,255,3.01
34.65.117.30,443,443,true,FRA,Europe,Frankfurt,263,3.00
34.154.137.70,443,443,true,FRA,Europe,Frankfurt,251,2.99
34.116.181.8,443,443,true,FRA,Europe,Frankfurt,274,2.97
34.154.238.235,443,443,true,FRA,Europe,Frankfurt,250,2.96
34.118.30.198,443,443,true,FRA,Europe,Frankfurt,269,2.93
34.118.16.79,443,443,true,FRA,Europe,Frankfurt,269,2.93
34.118.92.6,443,443,true,FRA,Europe,Frankfurt,275,2.92
34.154.4.46,443,443,true,FRA,Europe,Frankfurt,261,2.91
34.65.208.58,443,443,true,FRA,Europe,Frankfurt,250,2.90
34.107.14.208,443,443,true,FRA,Europe,Frankfurt,280,2.88
34.65.244.35,443,443,true,FRA,Europe,Frankfurt,250,2.86
34.65.132.85,443,443,true,FRA,Europe,Frankfurt,272,2.86
34.154.10.75,443,443,true,FRA,Europe,Frankfurt,264,2.85
34.118.4.182,443,443,true,FRA,Europe,Frankfurt,358,2.84
